PlayerName,PlayerUID,InferredRace,RaceConfidence,InferredAge,InferredEmotion,EmotionConfidence,PlayerHeightWeight,PlayerBirthdate,PlayerCollege,PlayerDraftInfo,PlayerOverallStatus,PlayerURL
Jamarco Jones,s:20~l:28~a:3121417,Black,10000.00%,33,Neutral,9999.97%,"6' 4"", 305 lbs",6/4/1996 (29),Ohio State,"2018: Rd 5, Pk 168 (SEA)",Active,https://www.espn.com/nfl/player/_/id/3121417/jamarco-jones
Avonte Maddox,s:20~l:28~a:3123938,Black,9079.11%,36,Happy,9999.32%,"5' 9"", 184 lbs",3/31/1996 (29),Pitt,"2018: Rd 4, Pk 125 (PHI)",Active,https://www.espn.com/nfl/player/_/id/3123938/avonte-maddox
Marcus Davenport,s:20~l:28~a:3124058,Black,9664.97%,35,Neutral,9960.85%,"6' 6"", 285 lbs",9/4/1996 (28),UTSA,"2018: Rd 1, Pk 14 (NO)",QUESTIONABLE,https://www.espn.com/nfl/player/_/id/3124058/marcus-davenport
Tom Kennedy,s:20~l:28~a:3126997,White,9938.60%,22,Neutral,8613.06%,"5' 10"", 195 lbs",7/29/1996 (28),Bryant,N/A,Active,https://www.espn.com/nfl/player/_/id/3126997/tom-kennedy
Tim Patrick,s:20~l:28~a:3134353,Black,8788.86%,26,Happy,9651.75%,"6' 5"", 210 lbs",11/23/1993 (31),Utah,N/A,Active,https://www.espn.com/nfl/player/_/id/3134353/tim-patrick
D.J. Reed,s:20~l:28~a:3139387,Black,9999.99%,28,Happy,9936.47%,"5' 9"", 188 lbs",11/11/1996 (28),Kansas State,"2018: Rd 5, Pk 142 (SF)",Active,https://www.espn.com/nfl/player/_/id/3139387/dj-reed
Ezekiel Turner,s:20~l:28~a:3894901,Black,6260.05%,29,Happy,9914.83%,"6' 2"", 214 lbs",6/9/1996 (29),Washington,N/A,Active,https://www.espn.com/nfl/player/_/id/3894901/ezekiel-turner
Jack Fox,s:20~l:28~a:3916370,White,8404.71%,25,Happy,9970.12%,"6' 2"", 218 lbs",9/1/1996 (28),Rice,N/A,Active,https://www.espn.com/nfl/player/_/id/3916370/jack-fox
Khalil Dorsey,s:20~l:28~a:4027919,Black,10000.00%,28,Happy,9888.56%,"5' 8"", 188 lbs",3/31/1998 (27),N Arizona,N/A,Active,https://www.espn.com/nfl/player/_/id/4027919/khalil-dorsey
Trystan Colon,s:20~l:28~a:4035112,Latino Hispanic,5034.48%,32,Neutral,9346.69%,"6' 3"", 313 lbs",3/23/1998 (27),Missouri,N/A,Active,https://www.espn.com/nfl/player/_/id/4035112/trystan-colon
David Montgomery,s:20~l:28~a:4035538,Black,9999.99%,32,Neutral,7256.84%,"5' 11"", 230 lbs",6/7/1997 (28),Iowa State,"2019: Rd 3, Pk 73 (CHI)",Active,https://www.espn.com/nfl/player/_/id/4035538/david-montgomery
Levi Onwuzurike,s:20~l:28~a:4039020,Black,10000.00%,25,Neutral,10000.00%,"6' 3"", 304 lbs",3/2/1998 (27),Washington,"2021: Rd 2, Pk 41 (DET)",Active,https://www.espn.com/nfl/player/_/id/4039020/levi-onwuzurike
Myles Adams,s:20~l:28~a:4039164,Black,10000.00%,25,Neutral,9520.20%,"6' 2"", 290 lbs",3/9/1998 (27),Rice,N/A,Active,https://www.espn.com/nfl/player/_/id/4039164/myles-adams
Roy Lopez,s:20~l:28~a:4040805,Latino Hispanic,2551.06%,26,Happy,9313.21%,"6' 2"", 318 lbs",8/7/1997 (27),Arizona,"2021: Rd 6, Pk 195 (HOU)",Active,https://www.espn.com/nfl/player/_/id/4040805/roy-lopez
Kayode Awosika,s:20~l:28~a:4040842,Black,10000.00%,32,Happy,9976.46%,"6' 3"", 322 lbs",10/27/1998 (26),Buffalo,N/A,Active,https://www.espn.com/nfl/player/_/id/4040842/kayode-awosika
Netane Muti,s:20~l:28~a:4040910,Black,9505.02%,35,Happy,9856.54%,"6' 3"", 325 lbs",3/27/1999 (26),Fresno St,"2020: Rd 6, Pk 181 (DEN)",Active,https://www.espn.com/nfl/player/_/id/4040910/netane-muti
Kenny Yeboah,s:20~l:28~a:4044144,Black,10000.00%,29,Happy,8605.19%,"6' 3"", 250 lbs",10/30/1998 (26),Ole Miss,N/A,Active,https://www.espn.com/nfl/player/_/id/4044144/kenny-yeboah
Stantley Thomas-Oliver III,s:20~l:28~a:4046353,Black,9998.71%,28,Happy,9999.59%,"6' 0"", 190 lbs",6/4/1998 (27),Florida Intl,"2020: Rd 7, Pk 221 (CAR)",Active,https://www.espn.com/nfl/player/_/id/4046353/stantley-thomas-oliver-iii
Michael Niese,s:20~l:28~a:4051353,White,8326.64%,31,Happy,5594.99%,"6' 5"", 300 lbs",1/13/1998 (27),Temple,N/A,Active,https://www.espn.com/nfl/player/_/id/4051353/michael-niese
Amik Robertson,s:20~l:28~a:4239694,Black,10000.00%,34,Neutral,9999.69%,"5' 9"", 183 lbs",7/6/1998 (26),LA Tech,"2020: Rd 4, Pk 139 (LV)",Active,https://www.espn.com/nfl/player/_/id/4239694/amik-robertson
Grant Stuard,s:20~l:28~a:4240255,White,8940.54%,25,Happy,9696.53%,"5' 11"", 230 lbs",10/15/1998 (26),Houston,"2021: Rd 7, Pk 259 (TB)",Active,https://www.espn.com/nfl/player/_/id/4240255/grant-stuard
Hendon Hooker,s:20~l:28~a:4240858,Black,10000.00%,25,Neutral,9999.72%,"6' 3"", 220 lbs",1/13/1998 (27),Tennessee,"2023: Rd 3, Pk 68 (DET)",Active,https://www.espn.com/nfl/player/_/id/4240858/hendon-hooker
Malcolm Rodriguez,s:20~l:28~a:4241411,White,8342.06%,26,Happy,9994.62%,"5' 11"", 234 lbs",3/29/1999 (26),Oklahoma St,"2022: Rd 6, Pk 188 (DET)",QUESTIONABLE,https://www.espn.com/nfl/player/_/id/4241411/malcolm-rodriguez
Brock Wright,s:20~l:28~a:4242392,White,9998.62%,28,Neutral,9785.63%,"6' 5"", 254 lbs",11/27/1998 (26),Notre Dame,N/A,Active,https://www.espn.com/nfl/player/_/id/4242392/brock-wright
Isaac Ukwu,s:20~l:28~a:4249608,Black,10000.00%,32,Neutral,9997.35%,"6' 3"", 265 lbs",1/14/1999 (26),Ole Miss,N/A,Active,https://www.espn.com/nfl/player/_/id/4249608/isaac-ukwu
Josh Paschal,s:20~l:28~a:4259994,White,3400.68%,32,Happy,10000.00%,"6' 3"", 282 lbs",12/17/1999 (25),Kentucky,"2022: Rd 2, Pk 46 (DET)",Active,https://www.espn.com/nfl/player/_/id/4259994/josh-paschal
Derrick Barnes,s:20~l:28~a:4260409,Black,10000.00%,27,Happy,9753.54%,"6' 0"", 240 lbs",5/29/1999 (26),Purdue,"2021: Rd 4, Pk 113 (DET)",QUESTIONABLE,https://www.espn.com/nfl/player/_/id/4260409/derrick-barnes
Kerby Joseph,s:20~l:28~a:4360383,Black,10000.00%,26,Neutral,9998.88%,"6' 1"", 208 lbs",11/14/2000 (24),Illinois,"2022: Rd 3, Pk 97 (DET)",Active,https://www.espn.com/nfl/player/_/id/4360383/kerby-joseph
Alim McNeill,s:20~l:28~a:4361662,Black,10000.00%,25,Neutral,9999.52%,"6' 2"", 315 lbs",5/11/2000 (25),NC State,"2021: Rd 3, Pk 72 (DET)",Active,https://www.espn.com/nfl/player/_/id/4361662/alim-mcneill
Divaad Wilson,s:20~l:28~a:4361779,Black,10000.00%,26,Happy,9916.84%,"6' 0"", 195 lbs",1/26/2000 (25),UCF,N/A,IR,https://www.espn.com/nfl/player/_/id/4361779/divaad-wilson
Brodric Martin,s:20~l:28~a:4365457,Black,10000.00%,26,Neutral,9970.27%,"6' 5"", 322 lbs",5/24/1999 (26),Western KY,"2023: Rd 3, Pk 96 (DET)",Active,https://www.espn.com/nfl/player/_/id/4365457/brodric-martin
Colby Sorsdal,s:20~l:28~a:4367775,White,9993.78%,28,Neutral,9809.43%,"6' 6"", 315 lbs",3/1/2000 (25),William & Mary,"2023: Rd 5, Pk 152 (DET)",Active,https://www.espn.com/nfl/player/_/id/4367775/colby-sorsdal
Ronnie Bell,s:20~l:28~a:4372063,Indian,3167.22%,24,Happy,9212.99%,"6' 0"", 190 lbs",1/28/2000 (25),Michigan,"2023: Rd 7, Pk 253 (SF)",Active,https://www.espn.com/nfl/player/_/id/4372063/ronnie-bell
Aidan Hutchinson,s:20~l:28~a:4372099,White,8711.66%,29,Happy,9969.35%,"6' 7"", 268 lbs",8/9/2000 (24),Michigan,"2022: Rd 1, Pk 2 (DET)",Active,https://www.espn.com/nfl/player/_/id/4372099/aidan-hutchinson
Erick Hallett II,s:20~l:28~a:4373320,White,6725.66%,34,Happy,9991.35%,"5' 11"", 190 lbs",4/24/2000 (25),Pitt,"2023: Rd 6, Pk 208 (JAX)",Active,https://www.espn.com/nfl/player/_/id/4373320/erick-hallett-ii
Penei Sewell,s:20~l:28~a:4373825,Latino Hispanic,4459.65%,32,Happy,9102.98%,"6' 5"", 335 lbs",10/9/2000 (24),Oregon,"2021: Rd 1, Pk 7 (DET)",Active,https://www.espn.com/nfl/player/_/id/4373825/penei-sewell
Amon-Ra St. Brown,s:20~l:28~a:4374302,Black,10000.00%,26,Happy,7198.29%,"6' 0"", 202 lbs",10/24/1999 (25),USC,"2021: Rd 4, Pk 112 (DET)",QUESTIONABLE,https://www.espn.com/nfl/player/_/id/4374302/amon-ra-st-brown
Malik Taylor,s:20~l:28~a:4408988,Black,9998.94%,27,Happy,9999.60%,"6' 3"", 220 lbs",12/21/1995 (29),Ferris St,N/A,Active,https://www.espn.com/nfl/player/_/id/4408988/malik-taylor
Craig Reynolds,s:20~l:28~a:4421446,Black,9999.74%,33,Happy,9932.83%,"5' 11"", 216 lbs",6/15/1996 (29),Kutztown,N/A,Active,https://www.espn.com/nfl/player/_/id/4421446/craig-reynolds
Anthony Pittman,s:20~l:28~a:4423367,Black,10000.00%,29,Happy,9653.16%,"6' 3"", 224 lbs",11/24/1996 (28),Wayne State MI,N/A,Active,https://www.espn.com/nfl/player/_/id/4423367/anthony-pittman
Jameson Williams,s:20~l:28~a:4426388,Black,10000.00%,28,Neutral,9999.94%,"6' 1"", 180 lbs",3/26/2001 (24),Alabama,"2022: Rd 1, Pk 12 (DET)",Active,https://www.espn.com/nfl/player/_/id/4426388/jameson-williams
Christian Mahogany,s:20~l:28~a:4427864,Asian,6915.90%,34,Happy,10000.00%,"6' 3"", 322 lbs",10/11/2000 (24),Boston College,"2024: Rd 6, Pk 210 (DET)",Active,https://www.espn.com/nfl/player/_/id/4427864/christian-mahogany
Tate Ratledge,s:20~l:28~a:4429035,White,9713.27%,31,Happy,4745.81%,"6' 6"", 308 lbs",4/26/2001 (24),Georgia,"2025: Rd 2, Pk 57 (DET)",Active,https://www.espn.com/nfl/player/_/id/4429035/tate-ratledge
Jahmyr Gibbs,s:20~l:28~a:4429795,Black,10000.00%,28,Happy,9987.57%,"5' 9"", 202 lbs",3/20/2002 (23),Alabama,"2023: Rd 1, Pk 12 (DET)",Active,https://www.espn.com/nfl/player/_/id/4429795/jahmyr-gibbs
Sam LaPorta,s:20~l:28~a:4430027,White,7863.94%,30,Happy,9805.21%,"6' 3"", 245 lbs",1/12/2001 (24),Iowa,"2023: Rd 2, Pk 34 (DET)",Active,https://www.espn.com/nfl/player/_/id/4430027/sam-laporta
Tyleik Williams,s:20~l:28~a:4431615,Latino Hispanic,6064.79%,27,Fear,8603.94%,"6' 3"", 334 lbs",2/25/2003 (22),Ohio State,"2025: Rd 1, Pk 28 (DET)",Active,https://www.espn.com/nfl/player/_/id/4431615/tyleik-williams
Ennis Rakestraw Jr.,s:20~l:28~a:4566092,Black,10000.00%,28,Neutral,9975.33%,"5' 11"", 191 lbs",6/5/2002 (23),Missouri,"2024: Rd 2, Pk 61 (DET)",Active,https://www.espn.com/nfl/player/_/id/4566092/ennis-rakestraw-jr
Kingsley Eguakun,s:20~l:28~a:4567410,Black,9579.10%,33,Happy,9586.97%,"6' 3"", 312 lbs",3/23/2001 (24),Florida,N/A,Active,https://www.espn.com/nfl/player/_/id/4567410/kingsley-eguakun
Jack Campbell,s:20~l:28~a:4569465,White,9778.60%,23,Neutral,9333.60%,"6' 5"", 246 lbs",8/22/2000 (24),Iowa,"2023: Rd 1, Pk 18 (DET)",QUESTIONABLE,https://www.espn.com/nfl/player/_/id/4569465/jack-campbell
Hogan Hatten,s:20~l:28~a:4571755,Latino Hispanic,3296.39%,25,Neutral,9919.55%,"6' 2"", 239 lbs",8/6/2000 (24),Idaho,N/A,Active,https://www.espn.com/nfl/player/_/id/4571755/hogan-hatten
DaRon Gilbert,s:20~l:28~a:4571826,Black,10000.00%,24,Happy,9958.20%,"6' 1"", 218 lbs",5/26/2001 (24),N Illinois,N/A,Active,https://www.espn.com/nfl/player/_/id/4571826/daron-gilbert
Nate Lynn,s:20~l:28~a:4574142,Black,9674.38%,24,Happy,9997.63%,"6' 3"", 252 lbs",7/6/2002 (22),William & Mary,N/A,Active,https://www.espn.com/nfl/player/_/id/4574142/nate-lynn
Dan Jackson,s:20~l:28~a:4575115,White,9999.94%,27,Happy,9740.85%,"6' 1"", 195 lbs",11/30/2000 (24),Georgia,"2025: Rd 7, Pk 230 (DET)",Active,https://www.espn.com/nfl/player/_/id/4575115/dan-jackson
Mekhi Wingo,s:20~l:28~a:4586333,Black,10000.00%,33,Neutral,9986.42%,"6' 0"", 288 lbs",4/17/2003 (22),LSU,"2024: Rd 6, Pk 189 (DET)",Active,https://www.espn.com/nfl/player/_/id/4586333/mekhi-wingo
Mitchell Agude,s:20~l:28~a:4591235,Black,10000.00%,28,Happy,9192.19%,"6' 4"", 250 lbs",3/10/1999 (26),Miami,N/A,Active,https://www.espn.com/nfl/player/_/id/4591235/mitchell-agude
Terrion Arnold,s:20~l:28~a:4592837,Black,10000.00%,28,Neutral,9999.00%,"6' 0"", 198 lbs",3/22/2003 (22),Alabama,"2024: Rd 1, Pk 24 (DET)",Active,https://www.espn.com/nfl/player/_/id/4592837/terrion-arnold
Dominic Lovett,s:20~l:28~a:4596439,Black,9998.74%,23,Neutral,6663.32%,"5' 10"", 185 lbs",11/8/2002 (22),Georgia,"2025: Rd 7, Pk 244 (DET)",Active,https://www.espn.com/nfl/player/_/id/4596439/dominic-lovett
Jackson Meeks,s:20~l:28~a:4602788,Asian,6776.48%,25,Happy,9655.03%,"6' 2"", 210 lbs",3/24/2003 (22),Syracuse,N/A,Active,https://www.espn.com/nfl/player/_/id/4602788/jackson-meeks
Shane Zylstra,s:20~l:28~a:4608362,White,5489.44%,26,Neutral,8953.05%,"6' 4"", 244 lbs",11/16/1996 (28),Minnesota St,N/A,Active,https://www.espn.com/nfl/player/_/id/4608362/shane-zylstra
Miles Frazier,s:20~l:28~a:4608890,Black,10000.00%,32,Neutral,9976.49%,"6' 6"", 317 lbs",9/12/2001 (23),LSU,"2025: Rd 5, Pk 171 (DET)",Active,https://www.espn.com/nfl/player/_/id/4608890/miles-frazier
Jake Bates,s:20~l:28~a:4689936,White,9701.21%,25,Happy,9857.18%,"5' 10"", 202 lbs",3/3/1999 (26),Arkansas,N/A,Active,https://www.espn.com/nfl/player/_/id/4689936/jake-bates
Brian Branch,s:20~l:28~a:4692025,Black,8431.98%,22,Neutral,9983.77%,"6' 0"", 203 lbs",10/22/2001 (23),Alabama,"2023: Rd 2, Pk 45 (DET)",Active,https://www.espn.com/nfl/player/_/id/4692025/brian-branch
Mason Miller,s:20~l:28~a:4693332,White,7986.97%,26,Neutral,8595.74%,"6' 7"", 305 lbs",N/A,N Dakota St,N/A,Active,https://www.espn.com/nfl/player/_/id/4693332/mason-miller
Ahmed Hassanein,s:20~l:28~a:4710422,Latino Hispanic,4003.67%,26,Happy,9999.97%,"6' 2"", 267 lbs",7/9/2002 (22),Boise St,"2025: Rd 6, Pk 196 (DET)",Active,https://www.espn.com/nfl/player/_/id/4710422/ahmed-hassanein
Zach Horton,s:20~l:28~a:4877824,White,9715.17%,31,Happy,9949.29%,"6' 4"", 252 lbs",N/A,Indiana,N/A,Active,https://www.espn.com/nfl/player/_/id/4877824/zach-horton
Morice Norris,s:20~l:28~a:4880777,Black,10000.00%,26,Happy,9997.49%,"5' 11"", 192 lbs",9/27/2000 (24),Fresno St,N/A,Active,https://www.espn.com/nfl/player/_/id/4880777/morice-norris
Sione Vaki,s:20~l:28~a:4912274,Asian,3353.07%,29,Happy,9459.75%,"5' 11"", 213 lbs",7/30/2001 (23),Utah,"2024: Rd 4, Pk 132 (DET)",Active,https://www.espn.com/nfl/player/_/id/4912274/sione-vaki
Loren Strickland,s:20~l:28~a:4917439,White,5488.97%,23,Happy,7530.97%,"5' 10"", 202 lbs",5/31/2000 (25),Ball State,N/A,Active,https://www.espn.com/nfl/player/_/id/4917439/loren-strickland
Isaac TeSlaa,s:20~l:28~a:5123663,White,9998.78%,28,Happy,8843.32%,"6' 4"", 214 lbs",2/20/2002 (23),Arkansas,"2025: Rd 3, Pk 70 (DET)",Active,https://www.espn.com/nfl/player/_/id/5123663/isaac-teslaa
Trevor Nowaske,s:20~l:28~a:5144894,White,4837.31%,31,Fear,9662.17%,"6' 3"", 237 lbs",11/7/1998 (26),Saginaw Valley State,N/A,Active,https://www.espn.com/nfl/player/_/id/5144894/trevor-nowaske
Jakobie Keeney-James,s:20~l:28~a:5178972,Latino Hispanic,5304.73%,23,Neutral,6483.60%,"6' 1"", 195 lbs",N/A,UMass,N/A,Active,https://www.espn.com/nfl/player/_/id/5178972/jakobie-keeney-james
Giovanni Manu,s:20~l:28~a:5209589,Latino Hispanic,5330.24%,32,Happy,9985.41%,"6' 7"", 354 lbs",1/26/2001 (24),Britsh Col,"2024: Rd 4, Pk 126 (DET)",Active,https://www.espn.com/nfl/player/_/id/5209589/giovanni-manu
Ian Kennelly,s:20~l:28~a:5281603,N/A (Scrape Failed),0.00%,N/A (Scrape Failed),N/A (Scrape Failed),0.00%,N/A (Bio Scrape Failed),N/A (Bio Scrape Failed),N/A (Bio Scrape Failed),N/A (Bio Scrape Failed),N/A (Bio Scrape Failed),https://www.espn.com/nfl/player/_/id/5281603/ian-kennelly
Brandon McManus,s:20~l:28~a:16339,Middle Eastern,5052.68%,24,Happy,9760.71%,"6' 3"", 201 lbs",7/25/1991 (33),Temple,N/A,Active,https://www.espn.com/nfl/player/_/id/16339/brandon-mcmanus
John Williams,s:20~l:28~a:2312707,Indian,3838.39%,35,Neutral,10000.00%,"6' 4"", 322 lbs",N/A,Cincinnati,"2025: Rd 7, Pk 250 (GB)",Active,https://www.espn.com/nfl/player/_/id/2312707/john-williams
Elgton Jenkins,s:20~l:28~a:3115485,Black,9999.84%,24,Happy,9511.86%,"6' 5"", 311 lbs",12/26/1995 (29),Miss St,"2019: Rd 2, Pk 44 (GB)",Active,https://www.espn.com/nfl/player/_/id/3115485/elgton-jenkins
Kenny Clark,s:20~l:28~a:3122752,Black,10000.00%,29,Happy,9996.28%,"6' 3"", 314 lbs",10/4/1995 (29),UCLA,"2016: Rd 1, Pk 27 (GB)",Active,https://www.espn.com/nfl/player/_/id/3122752/kenny-clark
Chris Brooks,s:20~l:28~a:3149687,Black,9999.96%,23,Neutral,10000.00%,"6' 1"", 219 lbs",1/11/2000 (25),BYU,N/A,Active,https://www.espn.com/nfl/player/_/id/3149687/chris-brooks
Jordan Morgan,s:20~l:28~a:3821571,Latino Hispanic,3511.80%,34,Neutral,9996.32%,"6' 5"", 311 lbs",8/4/2001 (23),Arizona,"2024: Rd 1, Pk 25 (GB)",Active,https://www.espn.com/nfl/player/_/id/3821571/jordan-morgan
Zayne Anderson,s:20~l:28~a:3932335,White,9987.76%,24,Happy,9564.07%,"6' 2"", 206 lbs",1/3/1997 (28),BYU,N/A,Active,https://www.espn.com/nfl/player/_/id/3932335/zayne-anderson
Mecole Hardman,s:20~l:28~a:4035004,Black,9999.90%,29,Neutral,9758.67%,"5' 10"", 187 lbs",3/12/1998 (27),Georgia,"2019: Rd 2, Pk 56 (KC)",Active,https://www.espn.com/nfl/player/_/id/4035004/mecole-hardman
Isaiah Simmons,s:20~l:28~a:4035462,Black,9999.99%,24,Happy,9994.60%,"6' 4"", 238 lbs",7/26/1998 (26),Clemson,"2020: Rd 1, Pk 8 (ARI)",Active,https://www.espn.com/nfl/player/_/id/4035462/isaiah-simmons
Kristian Welch,s:20~l:28~a:4036153,White,5762.07%,28,Happy,9999.95%,"6' 3"", 240 lbs",5/24/1998 (27),Iowa,N/A,Active,https://www.espn.com/nfl/player/_/id/4036153/kristian-welch
Jordan Love,s:20~l:28~a:4036378,Latino Hispanic,4746.45%,26,Happy,9987.20%,"6' 4"", 219 lbs",11/2/1998 (26),Utah State,"2020: Rd 1, Pk 26 (GB)",Active,https://www.espn.com/nfl/player/_/id/4036378/jordan-love
Rashan Gary,s:20~l:28~a:4046523,Black,10000.00%,31,Neutral,9926.55%,"6' 5"", 277 lbs",12/3/1997 (27),Michigan,"2019: Rd 1, Pk 12 (GB)",Active,https://www.espn.com/nfl/player/_/id/4046523/rashan-gary
Josh Jacobs,s:20~l:28~a:4047365,Black,10000.00%,23,Happy,9870.43%,"5' 10"", 223 lbs",2/11/1998 (27),Alabama,"2019: Rd 1, Pk 24 (OAK)",Active,https://www.espn.com/nfl/player/_/id/4047365/josh-jacobs
Isaiah McDuffie,s:20~l:28~a:4239947,Black,7529.19%,29,Happy,9947.29%,"6' 1"", 227 lbs",7/21/1999 (25),Boston College,"2021: Rd 6, Pk 220 (GB)",Active,https://www.espn.com/nfl/player/_/id/4239947/isaiah-mcduffie
Zach Tom,s:20~l:28~a:4240435,Black,9999.98%,32,Happy,9147.83%,"6' 4"", 304 lbs",3/26/1999 (26),Wake Forest,"2022: Rd 4, Pk 140 (GB)",Active,https://www.espn.com/nfl/player/_/id/4240435/zach-tom
Nate Hobbs,s:20~l:28~a:4240542,Black,9989.79%,26,Neutral,9999.04%,"6' 0"", 195 lbs",6/24/1999 (25),Illinois,"2021: Rd 5, Pk 167 (LV)",Active,https://www.espn.com/nfl/player/_/id/4240542/nate-hobbs
Kadeem Telfort,s:20~l:28~a:4240615,Black,9998.07%,35,Happy,9883.14%,"6' 7"", 322 lbs",11/10/1998 (26),UAB,N/A,Active,https://www.espn.com/nfl/player/_/id/4240615/kadeem-telfort
Deslin Alexandre,s:20~l:28~a:4240728,Black,10000.00%,32,Happy,9989.52%,"6' 3"", 264 lbs",6/11/1998 (27),Pitt,N/A,Active,https://www.espn.com/nfl/player/_/id/4240728/deslin-alexandre
Xavier McKinney,s:20~l:28~a:4241470,Black,9999.99%,24,Surprise,6690.31%,"6' 0"", 201 lbs",8/8/1998 (26),Alabama,"2020: Rd 2, Pk 36 (NYG)",Active,https://www.espn.com/nfl/player/_/id/4241470/xavier-mckinney
Aaron Banks,s:20~l:28~a:4242390,Latino Hispanic,5060.50%,33,Happy,9962.42%,"6' 5"", 325 lbs",9/3/1997 (27),Notre Dame,"2021: Rd 2, Pk 48 (SF)",Active,https://www.espn.com/nfl/player/_/id/4242390/aaron-banks
Malik Willis,s:20~l:28~a:4242512,Black,5353.31%,35,Happy,9972.28%,"6' 1"", 225 lbs",5/25/1999 (26),Liberty,"2022: Rd 3, Pk 86 (TEN)",Active,https://www.espn.com/nfl/player/_/id/4242512/malik-willis
Arron Mosby,s:20~l:28~a:4242996,Black,9999.22%,25,Happy,9799.93%,"6' 3"", 250 lbs",4/13/1999 (26),Fresno St,N/A,Active,https://www.espn.com/nfl/player/_/id/4242996/arron-mosby
Julian Hicks,s:20~l:28~a:4244768,Black,10000.00%,25,Neutral,9922.13%,"6' 2"", 201 lbs",9/29/1999 (25),UAlbany,N/A,Active,https://www.espn.com/nfl/player/_/id/4244768/julian-hicks
Christian Watson,s:20~l:28~a:4248528,Black,5940.65%,23,Happy,9983.78%,"6' 4"", 208 lbs",5/12/1999 (26),N Dakota St,"2022: Rd 2, Pk 34 (GB)",QUESTIONABLE,https://www.espn.com/nfl/player/_/id/4248528/christian-watson
Daniel Whelan,s:20~l:28~a:4248789,White,9904.44%,22,Happy,8133.68%,"6' 5"", 216 lbs",2/10/1999 (26),UC Davis,N/A,Active,https://www.espn.com/nfl/player/_/id/4248789/daniel-whelan
Isaiah Dunn,s:20~l:28~a:4255989,Black,9927.87%,22,Neutral,9999.87%,"6' 0"", 189 lbs",1/31/1999 (26),Oregon St,N/A,Active,https://www.espn.com/nfl/player/_/id/4255989/isaiah-dunn
Bo Melton,s:20~l:28~a:4259305,Black,10000.00%,27,Happy,9913.33%,"5' 11"", 189 lbs",5/18/1999 (26),Rutgers,"2022: Rd 7, Pk 229 (SEA)",Active,https://www.espn.com/nfl/player/_/id/4259305/bo-melton
Keisean Nixon,s:20~l:28~a:4259493,Black,9998.84%,26,Happy,9825.33%,"5' 10"", 200 lbs",6/22/1997 (27),S Carolina,N/A,Active,https://www.espn.com/nfl/player/_/id/4259493/keisean-nixon
Sean Clifford,s:20~l:28~a:4259592,White,9862.86%,25,Happy,9995.86%,"6' 2"", 218 lbs",7/14/1998 (26),Penn State,"2023: Rd 5, Pk 149 (GB)",Active,https://www.espn.com/nfl/player/_/id/4259592/sean-clifford
Donovan Jennings,s:20~l:28~a:4360887,Latino Hispanic,4203.14%,27,Happy,9945.82%,"6' 4"", 323 lbs",11/24/1999 (25),South Florida,N/A,Active,https://www.espn.com/nfl/player/_/id/4360887/donovan-jennings
Rasheed Walker,s:20~l:28~a:4361429,Black,9388.77%,27,Happy,9899.65%,"6' 6"", 324 lbs",2/13/2000 (25),Penn State,"2022: Rd 7, Pk 249 (GB)",Active,https://www.espn.com/nfl/player/_/id/4361429/rasheed-walker
Romeo Doubs,s:20~l:28~a:4361432,Black,10000.00%,31,Neutral,9999.54%,"6' 2"", 204 lbs",4/13/2000 (25),Nevada,"2022: Rd 4, Pk 132 (GB)",Active,https://www.espn.com/nfl/player/_/id/4361432/romeo-doubs
Brenton Cox Jr.,s:20~l:28~a:4361776,Black,10000.00%,30,Neutral,8729.77%,"6' 4"", 250 lbs",1/30/2000 (25),Florida,N/A,Active,https://www.espn.com/nfl/player/_/id/4361776/brenton-cox-jr
Trey Hill,s:20~l:28~a:4361787,Black,10000.00%,29,Neutral,10000.00%,"6' 4"", 319 lbs",1/23/2000 (25),Georgia,"2021: Rd 6, Pk 190 (CIN)",Active,https://www.espn.com/nfl/player/_/id/4361787/trey-hill
Devonte Wyatt,s:20~l:28~a:4361791,Black,10000.00%,28,Neutral,10000.00%,"6' 3"", 304 lbs",3/31/1998 (27),Georgia,"2022: Rd 1, Pk 28 (GB)",Active,https://www.espn.com/nfl/player/_/id/4361791/devonte-wyatt
Alex Hale,s:20~l:28~a:4361831,White,5905.61%,27,Happy,9979.63%,"6' 1"", 203 lbs",7/3/1998 (26),Oklahoma St,N/A,Active,https://www.espn.com/nfl/player/_/id/4361831/alex-hale
Travis Glover,s:20~l:28~a:4361904,Black,10000.00%,33,Neutral,9999.87%,"6' 6"", 317 lbs",8/17/2000 (24),Georgia St,"2024: Rd 6, Pk 202 (GB)",Active,https://www.espn.com/nfl/player/_/id/4361904/travis-glover
Jayden Reed,s:20~l:28~a:4362249,Black,10000.00%,26,Happy,9907.39%,"5' 11"", 187 lbs",4/28/2000 (25),Michigan St,"2023: Rd 2, Pk 50 (GB)",Active,https://www.espn.com/nfl/player/_/id/4362249/jayden-reed
Nesta Jade Silvera,s:20~l:28~a:4362497,Black,10000.00%,26,Neutral,9999.72%,"6' 2"", 304 lbs",1/23/2000 (25),Arizona St,"2023: Rd 7, Pk 231 (LV)",Active,https://www.espn.com/nfl/player/_/id/4362497/nesta-jade-silvera
